Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
250750705000154,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507007.0,Estados,1,0,272.0,965.0,3.55,2.06,3378.4,16423193.27,3995.33,16959720.58,2180.78,12210982.96,3173.33,14622901.12,
250750705000155,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507007.0,Estados,1,0,206.0,712.0,3.46,2.05,5627.16,36219917.17,5710.32,36280616.46,2623.2,18151611.15,3671.35,21563634.74,
250750705000156,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507007.0,Estados,1,0,251.0,839.0,3.34,1.88,6004.81,23566239.0,6126.86,23296353.89,2648.26,16496819.27,4181.47,19643181.41,
250750705000157,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507007.0,Estados,1,0,169.0,550.0,3.25,2.54,3287.95,13192390.28,3327.32,13219526.76,1711.07,7845265.43,2359.28,9292019.84,
250750705000158,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507025.0,Expedicionários,1,0,139.0,408.0,2.94,2.93,2860.13,6963041.82,2966.85,6905803.65,1723.88,12085435.0,2568.79,15853240.74,
250750705000159,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507025.0,Expedicionários,1,0,204.0,681.0,3.34,1.92,3952.7,14064271.59,4093.15,13988745.32,1879.68,8626695.07,2895.36,10351545.11,
250750705000160,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507025.0,Expedicionários,1,1,55.0,192.0,3.49,3.33,895.76,1203589.11,1071.02,1252430.47,648.95,1534420.35,1120.28,2127099.06,
250750705000161,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507025.0,Expedicionários,1,0,236.0,794.0,3.36,3.01,1138.76,2596221.44,1227.16,2689704.9,666.18,1546545.62,1031.03,2018422.28,
250750705000162,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507006.0,Anatólia,1,0,120.0,392.0,3.27,2.05,3441.08,7017460.16,3470.0,6975738.98,1783.32,5060501.61,2551.63,5281153.27,
250750705000163,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507006.0,Anatólia,1,0,267.0,770.0,2.88,2.08,2087.94,6685181.86,2322.83,6892512.77,1293.78,3718359.99,1780.21,4251488.16,
250750705000164,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507033.0,Jardim Cidade Universitária,1,0,216.0,569.0,2.63,1.59,2125.4,3533490.4,2354.29,3374333.43,1195.46,2474299.29,1839.16,2623172.92,
250750705000165,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507033.0,Jardim Cidade Universitária,1,0,234.0,703.0,3.0,1.81,2749.47,5133761.63,2785.17,5100840.2,1514.93,3739774.36,2100.92,3955716.43,
250750705000166,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507033.0,Jardim Cidade Universitária,1,0,106.0,346.0,3.26,2.22,2001.8,4477138.83,2121.91,4491047.64,1144.78,3325467.43,1720.08,4010560.74,
250750705000167,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507033.0,Jardim Cidade Universitária,1,0,289.0,798.0,2.76,1.82,2039.64,15042588.93,2090.27,15311109.71,1338.33,12402746.64,1772.53,15663142.94,
250750705000168,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507033.0,Jardim Cidade Universitária,1,0,306.0,842.0,2.75,1.66,2383.17,4752611.13,2430.84,4731731.66,1472.81,3813818.78,1995.59,4124818.26,
250750705000169,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507033.0,Jardim Cidade Universitária,1,0,288.0,772.0,2.68,1.63,2491.58,5637962.91,2647.87,5577555.06,1451.75,3805252.5,2087.27,4145245.41,
250750705000170,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507033.0,Jardim Cidade Universitária,1,0,89.0,216.0,2.43,1.36,1218.72,2068610.91,1506.47,2124314.51,941.89,1713055.84,1444.71,1902549.39,
250750705000171,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507033.0,Jardim Cidade Universitária,1,0,265.0,708.0,2.67,1.53,973.41,793756.04,1015.57,785286.11,619.21,577957.65,903.75,586407.61,
250750705000172,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507033.0,Jardim Cidade Universitária,1,0,238.0,652.0,2.74,1.39,1388.78,1660479.24,1482.19,1633590.28,842.69,1118202.84,1186.86,1166531.68,
250750705000173,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507016.0,Cidade dos Colibris,1,0,306.0,1107.0,3.62,2.64,955.44,3772210.16,1033.1,3999367.37,485.8,1503083.3,822.54,2269459.07,
250750705000174,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507016.0,Cidade dos Colibris,1,0,289.0,939.0,3.25,2.35,1440.55,1884439.43,1519.41,1867717.46,842.01,1294895.45,1166.08,1415593.57,
250750705000175,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507032.0,José Américo,1,0,268.0,912.0,3.4,2.5,1235.44,871740.43,1268.58,853014.96,651.4,633780.68,981.53,630940.88,
250750705000176,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507032.0,José Américo,1,0,263.0,869.0,3.3,1.83,1827.57,5387162.08,1938.1,5499215.51,985.99,2640448.78,1447.56,3209498.08,
250750705000177,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507032.0,José Américo,1,1,379.0,1389.0,3.66,3.6,335.8,87725.46,438.85,69358.95,281.28,86371.2,452.74,61357.53,
250750705000178,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507032.0,José Américo,1,1,195.0,717.0,3.68,2.4,347.98,74668.72,471.23,42816.26,200.38,73588.93,467.3,46775.32,
250750705000179,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507032.0,José Américo,1,0,258.0,852.0,3.3,3.05,817.6,1129698.43,1092.96,1209623.44,632.66,861043.73,995.37,993949.32,
250750705000180,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507032.0,José Américo,1,0,260.0,872.0,3.35,1.95,1201.34,1535712.01,1290.69,1534602.98,720.86,985203.71,1079.88,1088383.64,
250750705000181,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507032.0,José Américo,1,0,264.0,858.0,3.25,1.98,1352.74,1872583.72,1378.85,1872726.27,798.74,1377329.28,1116.2,1570756.33,
250750705000182,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507032.0,José Américo,1,0,312.0,1082.0,3.47,2.35,1218.69,1140734.64,1259.04,1127656.92,700.02,722760.44,982.55,736891.17,
250750705000183,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507032.0,José Américo,1,0,246.0,846.0,3.44,2.08,1168.05,1308495.7,1233.22,1301100.6,663.4,775033.5,974.44,835443.93,
250750705000184,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507021.0,Cuiá,1,0,274.0,809.0,2.95,1.71,1415.15,1848205.88,1468.75,1839449.62,870.39,1348861.86,1223.54,1464291.53,
250750705000185,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507021.0,Cuiá,1,0,441.0,1485.0,3.37,2.13,1534.95,2126049.41,1600.26,2111961.92,863.33,1391816.28,1292.95,1529112.27,
250750705000186,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507021.0,Cuiá,1,0,264.0,892.0,3.38,1.68,1900.87,11686439.48,1967.96,11967977.0,1060.35,5450256.86,1577.19,7295274.09,
250750705000187,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,253.0,876.0,3.46,2.66,1359.43,1077993.75,1415.37,1043030.53,721.82,816214.62,1107.17,825324.65,
250750705000188,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,276.0,1046.0,3.79,3.09,1437.61,1476078.49,1464.13,1464434.57,774.83,1403500.11,1115.85,1641054.28,
250750705000189,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,265.0,917.0,3.46,2.6,1093.23,1090944.71,1248.73,1051773.53,640.67,761326.95,1027.79,823598.61,
250750705000190,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,294.0,945.0,3.21,1.77,1345.69,1441659.65,1428.28,1412071.63,799.23,1105494.63,1208.82,1177052.68,
250750705000191,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,121.0,425.0,3.51,2.34,749.04,609113.99,985.15,568066.02,647.51,573980.74,968.83,547407.91,
250750705000192,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,294.0,1027.0,3.49,3.05,1286.47,1241838.58,1350.79,1216953.96,695.27,806829.0,1023.85,851783.85,
250750705000193,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,320.0,1109.0,3.47,2.43,1218.53,1660425.22,1282.66,1665571.54,675.87,869858.36,1021.67,961758.63,
250750705000194,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,232.0,737.0,3.18,1.7,1174.13,855320.38,1205.3,840390.82,653.61,601772.2,962.82,588714.1,
250750705000195,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,264.0,691.0,2.62,1.16,1135.04,965321.24,1161.44,957080.95,722.95,703085.11,985.37,699705.56,
250750705000196,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,149.0,449.0,3.01,1.78,1422.46,3552620.03,1513.91,3643212.03,848.99,1878378.33,1202.23,2236536.44,
250750705000197,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507024.0,Ernesto Geisel,1,0,277.0,985.0,3.56,2.52,1126.84,3067471.68,1412.38,3443165.14,728.37,1725808.09,1125.18,2220428.94,
250750705000198,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507030.0,João Paulo II,1,0,244.0,803.0,3.29,1.87,927.57,760293.24,963.1,755175.89,492.3,441749.1,749.15,479891.8,
250750705000199,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507030.0,João Paulo II,1,0,233.0,761.0,3.27,2.2,697.15,256922.34,804.14,210084.58,418.59,221524.07,706.1,170534.64,
250750705000200,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507030.0,João Paulo II,1,0,165.0,593.0,3.59,2.62,924.01,467085.76,990.01,434899.17,494.43,394268.73,829.75,383390.7,
250750705000201,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507030.0,João Paulo II,1,0,163.0,524.0,3.21,2.77,686.37,890242.11,990.08,984294.32,1074.64,141438748.26,1954.7,256018469.76,
250750705000202,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507030.0,João Paulo II,1,1,432.0,1434.0,3.32,2.86,573.44,361714.19,693.91,354088.11,317.95,258163.76,632.59,314704.31,
250750705000203,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507030.0,João Paulo II,1,1,265.0,1057.0,3.99,3.42,504.37,89330.9,566.35,65103.94,271.9,98101.19,524.99,56454.39,
250750705000204,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,172.0,573.0,3.33,1.81,902.42,559676.81,988.64,527706.85,541.8,565279.12,893.8,618082.91,
250750705000205,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,271.0,925.0,3.41,2.32,986.98,778956.38,1036.71,766600.8,552.07,623965.63,882.86,705962.89,
250750705000206,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,360.0,1252.0,3.48,1.91,903.42,694008.23,953.76,684640.15,485.02,498391.25,809.89,569215.1,
250750705000207,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,298.0,1000.0,3.36,1.82,1015.17,1635793.59,1137.3,1693904.97,581.87,1041036.84,1009.27,1375018.24,
250750705000208,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,108.0,374.0,3.46,2.34,1280.04,4655520.73,1382.44,4888728.51,641.59,1884215.28,1077.75,2699057.39,
250750705000209,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,207.0,745.0,3.6,2.26,1120.54,1061684.04,1267.49,1014397.91,600.64,628800.23,998.02,648264.49,
250750705000210,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,216.0,777.0,3.6,2.12,1267.08,1291616.66,1375.33,1252891.28,651.43,782992.86,1054.48,842571.39,
250750705000211,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,245.0,831.0,3.39,2.4,1114.57,842608.82,1177.03,816199.65,595.5,589310.23,983.75,591591.78,
250750705000212,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507027.0,Grotão,1,0,274.0,1016.0,3.71,3.39,458.53,234574.96,508.65,234722.8,291.08,156349.78,484.94,166488.04,
250750705000213,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,330.0,1122.0,3.4,2.58,655.65,303723.03,702.48,292482.14,350.83,211138.9,588.87,214227.87,
250750705000214,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,183.0,684.0,3.74,2.29,1326.02,5703298.03,1507.22,6212693.57,661.61,2204081.9,1097.31,3180104.55,
250750705000215,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,187.0,688.0,3.68,2.78,711.76,645659.77,1008.33,615415.52,521.36,388861.47,872.81,344116.92,
250750705000216,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,228.0,838.0,3.68,2.85,1237.25,1294820.94,1305.98,1276904.73,687.98,869412.09,1067.46,944044.54,
250750705000217,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,0,248.0,884.0,3.56,2.59,1090.22,832065.14,1140.82,812876.45,620.09,605117.24,946.9,614598.68,
250750705000218,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,1,271.0,976.0,3.6,3.15,510.03,140902.05,542.04,132363.22,299.43,115116.04,456.09,103872.37,
250750705000219,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507026.0,Funcionários,1,1,257.0,932.0,3.63,3.05,541.11,211850.74,632.12,189854.07,318.04,178001.96,569.24,175598.26,
250750705000220,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507023.0,Ernani Sátiro,1,0,74.0,261.0,3.53,1.4,1052.03,709125.97,1112.14,682408.39,604.58,576697.02,955.77,576026.99,
250750705000221,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507023.0,Ernani Sátiro,1,0,172.0,542.0,3.15,2.81,749.03,310065.52,780.81,298336.68,469.72,288735.48,711.55,265236.28,
250750705000222,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507023.0,Ernani Sátiro,1,0,274.0,984.0,3.59,2.59,823.22,594507.18,928.24,572776.02,458.59,380830.09,792.86,393420.56,
250750705000223,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507023.0,Ernani Sátiro,1,0,292.0,988.0,3.38,2.25,825.62,541023.13,899.56,522895.66,482.01,364374.77,759.24,363458.99,
250750705000224,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507023.0,Ernani Sátiro,1,0,256.0,965.0,3.77,3.74,960.53,908502.53,1011.92,905092.66,491.75,517366.49,828.43,592815.85,
250750705000225,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507023.0,Ernani Sátiro,1,0,118.0,426.0,3.61,2.1,593.98,321342.55,876.13,225591.76,521.84,306496.27,861.6,212916.99,
250750705000226,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507023.0,Ernani Sátiro,1,0,200.0,726.0,3.63,2.54,776.65,578082.08,964.78,536348.1,495.13,381399.52,828.69,361872.86,
250750705000227,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507023.0,Ernani Sátiro,1,0,226.0,790.0,3.5,2.71,799.12,754308.97,955.57,752477.32,521.03,446844.59,856.24,447308.38,
250750705000228,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507042.0,Oitizeiro,1,0,190.0,631.0,3.32,2.93,874.16,732008.68,1018.96,705553.44,547.86,495248.1,896.06,498009.89,
250750705000229,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507042.0,Oitizeiro,1,0,100.0,360.0,3.6,2.97,489.95,205609.83,636.3,173487.08,332.89,153883.51,590.56,120637.13,
